,Tweets,clean_tweet,polarity,subjectivity,,Product,,,,,
17-05-2020 19:47,"b""@Verizon, I'm fully dissatisfied with the port connection provided from your service. It's a disgrace that you have\xe2\x80\xa6 https://t.co/uODHX8qXHx""",fully dissatisfied with port connection provided from your service disgrace that have https uODHX qXHx,0,0,,0,,,,,
17-05-2020 19:47,"b""RT @TamiErwinVZ: As we prepare for a new work week, I'm sending gratitude and respect to the 10K+ @Verizon employees from all branches of t\xe2\x80\xa6""",prepare work week sending gratitude respect employees from branches,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 19:46,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,0,0,,0,,,,,
17-05-2020 19:44,b'RT @Verizon: It\xe2\x80\x99s the next best thing to being there in person. Congrats Mom-to-be. Thanks for sharing the moment with us too. #babyshower\xe2\x80\xa6',next best thing being there person Congrats Thanks sharing moment with babyshower,-0.1,0.1625,,-0.01625,,,,,
17-05-2020 19:35,b'RT @Verizon: CHANCE \xf0\x9f\x99\x8c THE \xf0\x9f\x99\x8c RAPPER! HUGE thanks to @ChanceTheRapper for the \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLI\xe2\x80\xa6',CHANCE RAPPER HUGE thanks performance support small businesses PayItForwardLI,-0.125,0.375,,-0.046875,,,,,
17-05-2020 19:31,b'@Verizon @Roblox Thanks!',Thanks,0,0,,0,,,,,
17-05-2020 19:24,b'@Verizon @Roblox Please Help I Have A Account I Cant Get The Robux\nPls Help',Please Help Have Account Cant Robux nPls Help,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 19:23,b'@Verizon @Roblox I need robux dm me please',need robux please,-0.166666667,0.066666667,,-0.011111111,,,,,
17-05-2020 19:22,"b""@Verizon Your weekend customer service/live chat is pathetically bad. Can't get the appropriate help I need due to\xe2\x80\xa6 https://t.co/vGoyLbh2vM""",Your weekend customer service live chat pathetically appropriate help need https vGoyLbh,0.5,0.5,,0.25,,,,,
17-05-2020 19:14,"b'RT @Verizon: \xe2\x9d\xa4 this tweet for a reminder every Tuesday and Thursday to tune in to our #PayItForwardLIVE livestreams, where big names come t\xe2\x80\xa6'",this tweet reminder every Tuesday Thursday tune PayItForwardLIVE livestreams where names come,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 19:12,b'@Verizon has really been charging me for 8 years for an app that I deleted the first year smh I did the math and I\xe2\x80\xa6 https://t.co/Mm05a0jk6F',really been charging years that deleted first year math https,0,0,,0,,,,,
17-05-2020 19:11,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,0,0.125,,0,,,,,
17-05-2020 19:09,b'When you internet craps out on the weekend and @CenturyLink can\xe2\x80\x99t get you the new modem until Tuesday (maybe). It m\xe2\x80\xa6 https://t.co/wtTnKgcwc8',When internet craps weekend modem until Tuesday maybe https wtTnKgcwc,-0.2,0.55,,-0.11,,,,,
17-05-2020 19:09,b'@Verizon @UPS I\xe2\x80\x99m so upset. I have not received my package yet. It was shipped out May 13 and it\xe2\x80\x99s 2 day shipping.\xe2\x80\xa6 https://t.co/7XwDgGqBDx',upset have received package shipped shipping https XwDgGqBDx,-0.2,0,,0,,,,,
17-05-2020 19:05,b'Even credit card companies are being supportive through hard times. Meanwhile @verizon has disconnected my lines tw\xe2\x80\xa6 https://t.co/2ciGCjAAXk',Even credit card companies being supportive through hard times Meanwhile disconnected lines https ciGCjAAXk,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 19:05,b'@Verizon @UPS I\xe2\x80\x99m so upset I have not received my package yet. It was send out for delivery on May 13. I was suppos\xe2\x80\xa6 https://t.co/RjM0e9yYCf',upset have received package send delivery suppos https yYCf,0.1,0.4,,0.04,,,,,
17-05-2020 19:01,b'@nycpa @Verizon @VerizonSupport @verizonfios @JumaaneWilliams Still. #Nointernet',Support Still Nointernet,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 18:51,b'@Verizon hold music https://t.co/oVx27sL4DF',hold music https,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 18:47,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,0,0,,0,,,,,
17-05-2020 18:44,"b'@Verizon @FTC  Received constant reminders to ""redeem"" the gift card offered for signing up with Verizon. I\'ve ""red\xe2\x80\xa6 https://t.co/tG8UVtnQdg'",Received constant reminders redeem gift card offered signing with Verizon https UVtnQdg,-0.166666667,0.066666667,,-0.011111111,,,,,
17-05-2020 18:40,"b'RT @Verizon: We\xe2\x80\x99re here. And we\xe2\x80\x99re ready to help you explore new worlds. For 60 days, on us, get a 500 Robux Digital Gift Card for @Roblox.\xe2\x80\xa6'",here ready help explore worlds days Robux Digital Gift Card,0,0,,0,,,,,
17-05-2020 18:38,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,0,0,,0,,,,,
17-05-2020 18:36,"b'@Verizon says they are working with clients during the pandemic...In my case,  they lied.   They charged me for a p\xe2\x80\xa6 https://t.co/46mkqoopAg'",says they working with clients during pandemic case they lied They charged https mkqoopAg,0.5,0.7,,0.35,,,,,
17-05-2020 18:35,b'@ATT @Verizon @TMobileHelp which one of you guys can hook me up? no more sprint \xf0\x9f\x98\x9f',which guys hook more sprint,0.211038961,0.517857143,,0.109288033,,,,,
17-05-2020 18:34,b'@pulte @BillGates @elonmusk @gatesfoundation @JeffBezos @AndrewYang @TMobile @Verizon @ATT @Water @jaden @SeanPenn\xe2\x80\xa6 https://t.co/znwto2iSNg',https znwto iSNg,-0.166666667,0.066666667,,-0.011111111,,,,,
17-05-2020 18:31,"b'RT @Verizon: We\xe2\x80\x99re here. And we\xe2\x80\x99re ready to help you explore new worlds. For 60 days, on us, get a 500 Robux Digital Gift Card for @Roblox.\xe2\x80\xa6'",here ready help explore worlds days Robux Digital Gift Card,0,0,,0,,,,,
17-05-2020 18:30,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,-0.004166667,0.179166667,,-0.000746528,,,,,
17-05-2020 18:23,b'RT @Jayanti13593416: @hansvestberg @rsafian @mastersofscale @verizon needs to do more in flagging irregular activity in its customer accoun\xe2\x80\xa6',needs more flagging irregular activity customer accoun,0,0,,0,,,,,
17-05-2020 18:23,b'RT @Jayanti13593416: @justcapital_ @hansvestberg @Verizon Please serve your loyal customers correctly and do right by them https://t.co/7Zf\xe2\x80\xa6',Please serve your loyal customers correctly right them https,0,0,,0,,,,,
17-05-2020 18:23,b'RT @Jayanti13593416: I made facetime calls to my sick mother in India. How is @Verizon charging me for internet calls..??? https://t.co/Ubv\xe2\x80\xa6',made facetime calls sick mother India charging internet calls https,0.411111111,0.719444444,,0.295771605,,,,,
17-05-2020 18:23,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,0.136363636,0.5,,0.068181818,,,,,
17-05-2020 18:18,b'.@Verizon\xe2\x80\x99s #CIO Is Helping The #Telecom Giant Adapt Swiftly To A Contactless World @verizonbusiness @martingiles https://t.co/1D1f0nq3WF',Helping Telecom Giant Adapt Swiftly Contactless World https,-0.155555556,0.288888889,,-0.044938272,,,,,
17-05-2020 18:14,b'@Verizon what\xe2\x80\x99s up with the service in northern NJ today??? Haven\xe2\x80\x99t been able to use my phone all day! \xf0\x9f\x98\xa1',what with service northern today Haven been able phone,0.5,0.6,,0.3,,,,,
17-05-2020 18:09,b'RT @RonanDunneVZ: Really looking forward to an exceptional lineup of inspiring leaders sharing their wisdom with our newest grads in our @V\xe2\x80\xa6',Really looking forward exceptional lineup inspiring leaders sharing their wisdom with newest grads,0,0,,0,,,,,
17-05-2020 18:08,b'My dad just paid 600 in phone bills for verizon to have my service like this... lol literally the worst fucking pho\xe2\x80\xa6 https://t.co/4cjedEIJo2',just paid phone bills verizon have service like this literally worst fucking https cjedEIJo,0.5,0.5,,0.25,,,,,
17-05-2020 18:05,"b""@CNET Two shitty networks I'll stick with @Verizon""",shitty networks stick with,0.8,0.75,,0.6,,,,,
17-05-2020 18:04,b'RT @chancetherapper: Highly advise using your good headphones for my concert in an hour @verizon',Highly advise using your good headphones concert hour,0,0,,0,,,,,
17-05-2020 18:02,b'RT @mdfw08: @CarrithersMS Excited about the upcoming VILS summit on Monday!  #CarrithersGameChangers #DPVILS @dpvils @verizon @JCPSAsstSupt\xe2\x80\xa6',Excited about upcoming VILS summit Monday CarrithersGameChangers DPVILS,-0.7,0.8,,-0.56,,,,,
17-05-2020 18:01,"b""@Verizon can you tell me the best plan you offer for a single cell phone line.\xc2\xa0 I'm just doing a comparison and wan\xe2\x80\xa6 https://t.co/FmtKmXpfBz""",tell best plan offer single cell phone line just doing comparison https FmtKmXpfBz,-0.025,0.2,,-0.005,,,,,
17-05-2020 18:00,b'@Verizon Hey Verizon I\xe2\x80\x99m getting emails and texts about paying my bill kinda hard to do when everyone\xe2\x80\x99s hours have\xe2\x80\xa6 https://t.co/CVrwVKdum8',Verizon getting emails texts about paying bill kinda hard when everyone hours have https CVrwVKdum,-0.125,0.375,,-0.046875,,,,,
17-05-2020 17:58,b'RT @mdfw08: @CarrithersMS Excited about the upcoming VILS summit on Monday!  #CarrithersGameChangers #DPVILS @dpvils @verizon @JCPSAsstSupt\xe2\x80\xa6',Excited about upcoming VILS summit Monday CarrithersGameChangers DPVILS,0,0,,0,,,,,
17-05-2020 17:57,b'I really feel like I have Sprint or something bcus WHY TF HAS MY INTERNET BEEN GOING SO SLOW &amp; WE PAY ALL THIS MONEY @Verizon',really feel like have Sprint something bcus INTERNET BEEN GOING SLOW THIS MONEY,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 17:56,b'@Verizon fix your network. My phone is not working.',your network phone working,-0.25,0.4,,-0.1,,,,,
17-05-2020 17:54,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,0,0,,0,,,,,
17-05-2020 17:52,"b""RT @Verizon: TONIGHT: We're bringing you some good music for a good cause! Tune in #PayItForwardLIVE to see country stars @KeithUrban, @Kel\xe2\x80\xa6""",TONIGHT bringing some good music good cause Tune PayItForwardLIVE country stars,0,0,,0,,,,,
17-05-2020 17:49,"b'Getting text messages like this should be illegal. And if they are, I think @Verizon should do a better job of prot\xe2\x80\xa6 https://t.co/MdlQd1gdkD'",Getting text messages like this should illegal they think should better prot https MdlQd gdkD,0,0,,0,,,,,
17-05-2020 17:49,b'RT @krisvancleave: Who is Zooming who? On tonight\xe2\x80\x99s @CBSNews Weekend News I take a break from Transportation and look at how working from h\xe2\x80\xa6',Zooming tonight Weekend News take break from Transportation look working from,0,0,,0,,,,,
17-05-2020 17:48,b'@ProjectLincoln @PolitiFact @Facebook @Verizon @verizonmedia @VZWSupport @VerizonNews WHY am I getting texts from\xe2\x80\xa6 https://t.co/pWRg7yVipP',News getting texts from https pWRg yVipP,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 17:48,"b'Hey @Verizon, is your network down? My cousin is having a hard time using his phone.'",your network down cousin having hard time using phone,0,0,,0,,,,,
17-05-2020 17:46,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,0,0,,0,,,,,
17-05-2020 17:45,"b""RT @Verizon: TONIGHT: We're bringing you some good music for a good cause! Tune in #PayItForwardLIVE to see country stars @KeithUrban, @Kel\xe2\x80\xa6""",TONIGHT bringing some good music good cause Tune PayItForwardLIVE country stars,0,0,,0,,,,,
17-05-2020 17:41,"b'@Ted2theE @AwakeningGr8 @Verizon Careful, the coward might block you too if you prove him wrong with facts.'",Careful coward might block prove wrong with facts,0,0,,0,,,,,
17-05-2020 17:40,"b""@MrCoachOConnor @Verizon Check out Google's project fi.""",Check Google project,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 17:38,b'I swear to god @Verizon cell service gets worse everyday',swear cell service gets worse everyday,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 17:37,"b'RT @Verizon: \xe2\x9d\xa4 this tweet for a reminder every Tuesday and Thursday to tune in to our #PayItForwardLIVE livestreams, where big names come t\xe2\x80\xa6'",this tweet reminder every Tuesday Thursday tune PayItForwardLIVE livestreams where names come,0,0,,0,,,,,
17-05-2020 17:34,"b""So if you go to change your @Verizon plan, they'll show you a comparison to your old bill. But the new bill column\xe2\x80\xa6 https://t.co/sOhtojfagM""",change your plan they show comparison your bill bill column https sOhtojfagM,-0.8,1,,-0.8,,,,,
17-05-2020 17:32,b'@AnneReneeMN @Verizon Sounds exactly like my ex wife.',Sounds exactly like wife,0,0,,0,,,,,
17-05-2020 17:31,b'Shout-out to @Verizon for stepping up during this crazy time! Having access to more data has made teaching and lear\xe2\x80\xa6 https://t.co/o4SJ6sqK0i',Shout stepping during this crazy time Having access more data made teaching lear https,-1,1,,-1,,,,,
17-05-2020 17:30,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,0,0,,0,,,,,
17-05-2020 17:29,b'RT @destiny_starks: @verizon My service been really bad lately',service been really lately,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 17:22,"b""As we prepare for a new work week, I'm sending gratitude and respect to the 10K+ @Verizon employees from all branch\xe2\x80\xa6 https://t.co/RH9KPs5bvG""",prepare work week sending gratitude respect employees from branch https,0,0,,0,,,,,
17-05-2020 17:20,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,0.136363636,0.5,,0.068181818,,,,,
17-05-2020 17:18,"b'RT @TheDMVDailyy: @Verizon Beltsville, MD area is experiencing an outage of service. How can you help?'",Beltsville area experiencing outage service help,0,0,,0,,,,,
17-05-2020 17:17,b'@bergerjess @Verizon sadly they make them to last 2 years then you have to buy new.. #sucks',sadly they make them last years then have sucks,0,0,,0,,,,,
17-05-2020 17:16,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,0.5,1,,0.5,,,,,
17-05-2020 17:13,b'MY PHONE PICK AND CHOOSE WHEN TF IT WANTS TO WORK. TF IS UP @Verizon!?',PHONE PICK CHOOSE WHEN WANTS WORK,-0.05,0.15,,-0.0075,,,,,
17-05-2020 17:11,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,0,0.6,,0,,,,,
17-05-2020 17:09,b'Yo @Verizon @VZWSupport what\xe2\x80\x99s good with the cell services? I\xe2\x80\x99m barely getting reception',what good with cell services barely getting reception,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 17:07,b'@OGSilvinho @ChiefsfanCHI @ATT @Verizon Already did and they were no help. Definitely want to switch carriers.',Already they were help Definitely want switch carriers,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 17:06,"b'RT @TheDMVDailyy: @Verizon Beltsville, MD area is experiencing an outage of service. How can you help?'",Beltsville area experiencing outage service help,0,0,,0,,,,,
17-05-2020 17:04,b'@OGSilvinho @LaurenRN0923 @ATT @Verizon Will give it a shot. Thanks!',Will give shot Thanks,0,0,,0,,,,,
17-05-2020 17:04,b'@ChiefsfanCHI @LaurenRN0923 @ATT @Verizon True but Verizon is dope. Just talk to them',True Verizon dope Just talk them,0,0,,0,,,,,
17-05-2020 17:02,b'@Matthew31013388 @Verizon @Roblox @PokemonGoApp @sagomini to get robux plssssssssss',robux plssssssssss,0.15,0.25,,0.0375,,,,,
17-05-2020 17:02,"b'Shout out to @Verizon for threatening to shut off my phone during a global pandemic, not even being a month late, w\xe2\x80\xa6 https://t.co/Vr9E4Hbxi7'",Shout threatening shut phone during global pandemic even being month late https Hbxi,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 16:59,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,-0.125,0.375,,-0.046875,,,,,
17-05-2020 16:58,"b'@Verizon dear verizon i am trying to get robux i signed in and when i clicked wireless thing it said ""{""errorName"":\xe2\x80\xa6 https://t.co/7VIPgjHspc'",dear verizon trying robux signed when clicked wireless thing said errorName https VIPgjHspc,0,0,,0,,,,,
17-05-2020 16:55,"b""@OGSilvinho @LaurenRN0923 @ATT @Verizon That's who we have and they are very expensive right now.  Almost $300/month for 2 phones.""",That have they very expensive right Almost month phones,0.1,0.1,,0.01,,,,,
17-05-2020 16:55,b'@LaurenRN0923 @ATT @Verizon yall better step innnn',yall better step innnn,0.166666667,0.211111111,,0.035185185,,,,,
17-05-2020 16:55,"b'RT @EricssonDigital: Daniel Lawson, Managing Director Advanced Technology @verizon Enterprise spoke with @oscargestblom from @EricssonDigit\xe2\x80\xa6'",Daniel Lawson Managing Director Advanced Technology Enterprise spoke with from,0.2,0.2,,0.04,,,,,
17-05-2020 16:53,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 16:49,b'Finally got my @GoogleStadia thank you for @Verizon https://t.co/ZoCLOuzt3P',Finally thank https ZoCLOuzt,0,0,,0,,,,,
17-05-2020 16:46,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,0,0,,0,,,,,
17-05-2020 16:44,b'RT @krisvancleave: Who is Zooming who? On tonight\xe2\x80\x99s @CBSNews Weekend News I take a break from Transportation and look at how working from h\xe2\x80\xa6',Zooming tonight Weekend News take break from Transportation look working from,-0.3,0.6,,-0.18,,,,,
17-05-2020 16:41,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,0,0,,0,,,,,
17-05-2020 16:39,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 16:37,b'@madebygoogle I purchased the pixel off eBay. And the seller said it was only for Verizon. I did tried a Verizon si\xe2\x80\xa6 https://t.co/6xyf8yn4kl',purchased pixel eBay seller said only Verizon tried Verizon https,0,0,,0,,,,,
17-05-2020 16:36,b'RT and sprinkle! @DonorsChoose @BlueGiving @LHBLovesEdu @StanLevenson @craignewmark @pulte @ladygaga @garyvee\xe2\x80\xa6 https://t.co/5vf7ZGLZ1q',sprinkle https ZGLZ,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 16:33,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,-0.1,0.1,,-0.01,,,,,
17-05-2020 16:31,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 16:31,"b""No good deed goes unpunished I guess.\nRemember, don't pay your bills early! #verizon will take advantage of the sit\xe2\x80\xa6 https://t.co/ACIjKYZhRm""",good deed goes unpunished guess nRemember your bills early verizon will take advantage https ACIjKYZhRm,0,0,,0,,,,,
17-05-2020 16:29,"b'RT @ITSPmagazine: One more misconception discussed, on @ITSPmagazine \n8 to go.\n\n#SMBs\xe2\x80\x99 Top Ten #CyberSecurity Misconceptions\nEpisode 2: My\xe2\x80\xa6'",more misconception discussed SMBs CyberSecurity Misconceptions nEpisode,-0.4,0.5,,-0.2,,,,,
17-05-2020 16:22,b'RT @jeffkagan: Current 5G Wireless Winners and Losers: Jeff Kagan https://t.co/DUx5rY9xVe @equitiesinc @jeffkagan #jeffkagan #5g #wireless\xe2\x80\xa6',Current Wireless Winners Losers Jeff Kagan https jeffkagan wireless,0,0,,0,,,,,
17-05-2020 16:19,"b""Been with @Verizon for a year and some change. During #coronavirus I've made adjustments. I paid my bill early! For\xe2\x80\xa6 https://t.co/M8FC9373PM""",Been with year some change During coronavirus made adjustments paid bill early https,-0.15,0.15,,-0.0225,,,,,
17-05-2020 16:18,b'Trying to purchase a WiFi hotspot device has proven one thing to me: there has never been a worse time to be an\xe2\x80\xa6 https://t.co/Ktqx4mLMLt',Trying purchase WiFi hotspot device proven thing there never been worse time https Ktqx mLMLt,0,0,,0,,,,,
17-05-2020 16:18,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,0,0,,0,,,,,
17-05-2020 16:17,"b'@Matthew31013388 @Verizon @Roblox @PokemonGoApp @sagomini Hey Matthew, Can you Dm Me on discord for a code or can y\xe2\x80\xa6 https://t.co/PwUSbOE9gg'",Matthew discord code https PwUSbOE,-0.3125,0.6875,,-0.21484375,,,,,
17-05-2020 16:15,"b""@Verizon I've tried contacting customer support only to be more frustrated. Can you do something about the phishing\xe2\x80\xa6 https://t.co/hxndSzqFi5""",tried contacting customer support only more frustrated something about phishing https hxndSzqFi,0,0,,0,,,,,
17-05-2020 16:12,b'@BestBuy no problem @Verizon helped me out with zero problems other than the activation snafu. So looks like\xe2\x80\xa6 https://t.co/1lLagJZV8g',problem helped with zero problems other than activation snafu looks like https lLagJZV,0,0,,0,,,,,
17-05-2020 16:08,"b""RT @LyricaLemonade: Watch Chance The Rapper's Pay It Forward Live performance with @Verizon \n\nhttps://t.co/llel8MkeML\n\n[@chancetherapper] h\xe2\x80\xa6""",Watch Chance Rapper Forward Live performance with nhttps llel MkeML,0.128787879,0.466666667,,0.06010101,,,,,
17-05-2020 16:05,"b'lmfaoooo are you fucking kidding me? this mans ability to still keep his cool, @Verizon THIS MAN NEEDS A RAISE &amp;&amp; A\xe2\x80\xa6 https://t.co/e7RI3lGHDr'",lmfaoooo fucking kidding this mans ability still keep cool THIS NEEDS RAISE https lGHDr,-0.8,0.8,,-0.64,,,,,
17-05-2020 16:04,b'@Verizon @chancetherapper I had verizon many years ago and switched to comcast. I was promised a deal when I went b\xe2\x80\xa6 https://t.co/3SDV9GX7Ra',verizon many years switched comcast promised deal when went https,0,0,,0,,,,,
17-05-2020 16:00,b'Who can I speak to with some clout at @Verizon \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f ima need y\xe2\x80\x99all to either give me my phone number or reimburse\xe2\x80\xa6 https://t.co/iptMuNhdyL',speak with some clout need either give phone number reimburse https iptMuNhdyL,0,0,,0,,,,,
17-05-2020 15:59,b'@AnneReneeMN @Verizon Whatttttt the fuck lol',Whatttttt fuck,0,0.1,,0,,,,,
17-05-2020 15:59,b'RT @Verizon: CHANCE\xf0\x9f\x99\x8cTHE\xf0\x9f\x99\x8cRAPPER! HUGE thanks to @ChanceTheRapper for a \xf0\x9f\x94\xa5 performance in support of small businesses on #PayItForwardLIVE. No\xe2\x80\xa6',CHANCE cTHE cRAPPER HUGE thanks performance support small businesses PayItForwardLIVE,-0.133333333,0.6,,-0.08,,,,,
17-05-2020 15:54,b'@Tmann72687526 @jefcon1776 @Verizon YES. Texas became a welfare state 2012.',Texas became welfare state,0,0,,0,,,,,
17-05-2020 15:54,"b'@Tmann72687526 @jefcon1776 @Verizon My life is all that matters. Women are 51% of USA. Like I said, move to a muslim country.'",life that matters Women Like said move muslim country,0,0,,0,,,,,
17-05-2020 15:53,b'@Verizon a female was found selling a Victra GB for $20.00 at a store.',female found selling Victra store,0.6,0.6,,0.36,,,,,
